scene,aoi_slug,pair_id,tile_idx,r2_mean,land_cover,land_cover_group,emit_b32_path,s2_path
lat18.0_lon33.0_20231202_T36QWF_t104,aoi_lat18.0_lon33.0,20231202T082637_T36QWF_20231203,104,0.9675472099334002,desert/volcanic,arid,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat18.0_lon33.0/20231202T082637_T36QWF_20231203/tiles/20231202T082637_T36QWF_20231203_tile104_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat18.0_lon33.0/20231202T082637_T36QWF_20231203/tiles/20231202T082637_T36QWF_20231203_tile104_s2.tif
lat29.5_lon34.0_20250731_T36RXT_t210,aoi_lat29.5_lon34.0,20250731T084236_T36RXT_20250802,210,0.839546537026763,desert/mountain,arid,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat29.5_lon34.0/20250731T084236_T36RXT_20250802/tiles/20250731T084236_T36RXT_20250802_tile210_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat29.5_lon34.0/20250731T084236_T36RXT_20250802/tiles/20250731T084236_T36RXT_20250802_tile210_s2.tif
lat32.5_lon-106.5_20231204_T13SCR_t109,aoi_lat32.5_lon-106.5,20231204T174629_T13SCR_20231204,109,0.9561072457581758,desert,arid,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat32.5_lon-106.5/20231204T174629_T13SCR_20231204/tiles/20231204T174629_T13SCR_20231204_tile109_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat32.5_lon-106.5/20231204T174629_T13SCR_20231204/tiles/20231204T174629_T13SCR_20231204_tile109_s2.tif
lat-24.0_lon-69.5_20251124_T19KDP_t029,aoi_lat-24.0_lon-69.5,20251124T142919_T19KDP_20251123,29,0.9822866190224886,desert,arid,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-24.0_lon-69.5/20251124T142919_T19KDP_20251123/tiles/20251124T142919_T19KDP_20251123_tile029_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-24.0_lon-69.5/20251124T142919_T19KDP_20251123/tiles/20251124T142919_T19KDP_20251123_tile029_s2.tif
lat33.0_lon54.0_20240622_T39SYS_t099,aoi_lat33.0_lon54.0,20240622T073759_T39SYS_20240622,99,0.9719362147152424,desert/salt_flat,arid,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat33.0_lon54.0/20240622T073759_T39SYS_20240622/tiles/20240622T073759_T39SYS_20240622_tile099_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat33.0_lon54.0/20240622T073759_T39SYS_20240622/tiles/20240622T073759_T39SYS_20240622_tile099_s2.tif
lat26.5_lon71.0_20250131_T42RYQ_t056,aoi_lat26.5_lon71.0,20250131T054659_T42RYQ_20250129,56,0.7825852949172258,desert,arid,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat26.5_lon71.0/20250131T054659_T42RYQ_20250129/tiles/20250131T054659_T42RYQ_20250129_tile056_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat26.5_lon71.0/20250131T054659_T42RYQ_20250129/tiles/20250131T054659_T42RYQ_20250129_tile056_s2.tif
lat32.0_lon58.5_20231204_T40SFA_t155,aoi_lat32.0_lon58.5,20231204T065632_T40SFA_20231204,155,0.9761056005954742,desert,arid,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat32.0_lon58.5/20231204T065632_T40SFA_20231204/tiles/20231204T065632_T40SFA_20231204_tile155_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat32.0_lon58.5/20231204T065632_T40SFA_20231204/tiles/20231204T065632_T40SFA_20231204_tile155_s2.tif
lat26.5_lon71.0_20250131_T42RYQ_t013,aoi_lat26.5_lon71.0,20250131T054659_T42RYQ_20250129,13,0.8155706878751516,desert,arid,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat26.5_lon71.0/20250131T054659_T42RYQ_20250129/tiles/20250131T054659_T42RYQ_20250129_tile013_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat26.5_lon71.0/20250131T054659_T42RYQ_20250129/tiles/20250131T054659_T42RYQ_20250129_tile013_s2.tif
lat26.5_lon71.0_20250131_T42RYQ_t050,aoi_lat26.5_lon71.0,20250131T054659_T42RYQ_20250129,50,0.9252906572073698,desert,arid,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat26.5_lon71.0/20250131T054659_T42RYQ_20250129/tiles/20250131T054659_T42RYQ_20250129_tile050_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat26.5_lon71.0/20250131T054659_T42RYQ_20250129/tiles/20250131T054659_T42RYQ_20250129_tile050_s2.tif
lat-21.0_lon14.5_20250124_T33KVS_t060,aoi_lat-21.0_lon14.5,20250124T093346_T33KVS_20250123,60,0.8624983802437782,desert/mountain,arid,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-21.0_lon14.5/20250124T093346_T33KVS_20250123/tiles/20250124T093346_T33KVS_20250123_tile060_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-21.0_lon14.5/20250124T093346_T33KVS_20250123/tiles/20250124T093346_T33KVS_20250123_tile060_s2.tif
lat-21.0_lon14.5_20250124_T33KVS_t103,aoi_lat-21.0_lon14.5,20250124T093346_T33KVS_20250123,103,0.990514500066638,desert/mountain,arid,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-21.0_lon14.5/20250124T093346_T33KVS_20250123/tiles/20250124T093346_T33KVS_20250123_tile103_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-21.0_lon14.5/20250124T093346_T33KVS_20250123/tiles/20250124T093346_T33KVS_20250123_tile103_s2.tif
lat-24.0_lon-69.5_20251124_T19KDP_t247,aoi_lat-24.0_lon-69.5,20251124T142919_T19KDP_20251123,247,0.914625644683838,desert,arid,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-24.0_lon-69.5/20251124T142919_T19KDP_20251123/tiles/20251124T142919_T19KDP_20251123_tile247_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-24.0_lon-69.5/20251124T142919_T19KDP_20251123/tiles/20251124T142919_T19KDP_20251123_tile247_s2.tif
lat30.05_lon2.88_20231203_T31RDP_t186,aoi_lat30.05_lon2.88,20231203T104832_T31RDP_20231205,186,0.8849890027195215,desert,arid,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat30.05_lon2.88/20231203T104832_T31RDP_20231205/tiles/20231203T104832_T31RDP_20231205_tile186_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat30.05_lon2.88/20231203T104832_T31RDP_20231205/tiles/20231203T104832_T31RDP_20231205_tile186_s2.tif
lat51.0_lon46.0_20241013_T38UNB_t072,aoi_lat51.0_lon46.0,20241013T083153_T38UNB_20241013,72,0.972104661166668,cropland,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat51.0_lon46.0/20241013T083153_T38UNB_20241013/tiles/20241013T083153_T38UNB_20241013_tile072_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat51.0_lon46.0/20241013T083153_T38UNB_20241013/tiles/20241013T083153_T38UNB_20241013_tile072_s2.tif
lat51.0_lon67.0_20230613_T42UUB_t219,aoi_lat51.0_lon67.0,20230613T062236_T42UUB_20230614,219,0.9617548324167728,cropland,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat51.0_lon67.0/20230613T062236_T42UUB_20230614/tiles/20230613T062236_T42UUB_20230614_tile219_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat51.0_lon67.0/20230613T062236_T42UUB_20230614/tiles/20230613T062236_T42UUB_20230614_tile219_s2.tif
lat30.87_lon31.32_20250623_T36RUV_t139,aoi_lat30.87_lon31.32,20250623T082106_T36RUV_20250621,139,0.7899285349994898,agriculture/urban,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat30.87_lon31.32/20250623T082106_T36RUV_20250621/tiles/20250623T082106_T36RUV_20250621_tile139_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat30.87_lon31.32/20250623T082106_T36RUV_20250621/tiles/20250623T082106_T36RUV_20250621_tile139_s2.tif
lat51.0_lon-106.5_20250408_T13UCS_t042,aoi_lat51.0_lon-106.5,20250408T181432_T13UCS_20250406,42,0.7925259377807379,cropland,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat51.0_lon-106.5/20250408T181432_T13UCS_20250406/tiles/20250408T181432_T13UCS_20250406_tile042_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat51.0_lon-106.5/20250408T181432_T13UCS_20250406/tiles/20250408T181432_T13UCS_20250406_tile042_s2.tif
lat45.5_lon40.0_20230808_T37TEL_t108,aoi_lat45.5_lon40.0,20230808T082636_T37TEL_20230808,108,0.982461990788579,cropland,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat45.5_lon40.0/20230808T082636_T37TEL_20230808/tiles/20230808T082636_T37TEL_20230808_tile108_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat45.5_lon40.0/20230808T082636_T37TEL_20230808/tiles/20230808T082636_T37TEL_20230808_tile108_s2.tif
lat-31.5_lon117.5_20260303_T50JNL_t043,aoi_lat-31.5_lon117.5,20260303T022300_T50JNL_20260303,43,0.9160903561860324,cropland,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-31.5_lon117.5/20260303T022300_T50JNL_20260303/tiles/20260303T022300_T50JNL_20260303_tile043_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat-31.5_lon117.5/20260303T022300_T50JNL_20260303/tiles/20260303T022300_T50JNL_20260303_tile043_s2.tif
lat32.0_lon35.8_20240803_T37SBR_t130,aoi_lat32.0_lon35.8,20240803T081201_T37SBR_20240802,130,0.9127846248447896,cropland/arid,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat32.0_lon35.8/20240803T081201_T37SBR_20240802/tiles/20240803T081201_T37SBR_20240802_tile130_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat32.0_lon35.8/20240803T081201_T37SBR_20240802/tiles/20240803T081201_T37SBR_20240802_tile130_s2.tif
lat14.5_lon33.5_20251024_T36PWB_t097,aoi_lat14.5_lon33.5,20251024T083645_T36PWB_20251025,97,0.9625321701169014,cropland/arid,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat14.5_lon33.5/20251024T083645_T36PWB_20251025/tiles/20251024T083645_T36PWB_20251025_tile097_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat14.5_lon33.5/20251024T083645_T36PWB_20251025/tiles/20251024T083645_T36PWB_20251025_tile097_s2.tif
lat45.5_lon40.0_20230808_T37TEL_t191,aoi_lat45.5_lon40.0,20230808T082636_T37TEL_20230808,191,0.977683974429965,cropland,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat45.5_lon40.0/20230808T082636_T37TEL_20230808/tiles/20230808T082636_T37TEL_20230808_tile191_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat45.5_lon40.0/20230808T082636_T37TEL_20230808/tiles/20230808T082636_T37TEL_20230808_tile191_s2.tif
lat51.0_lon46.0_20241013_T38UNB_t016,aoi_lat51.0_lon46.0,20241013T083153_T38UNB_20241013,16,0.965056624263525,cropland,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat51.0_lon46.0/20241013T083153_T38UNB_20241013/tiles/20241013T083153_T38UNB_20241013_tile016_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat51.0_lon46.0/20241013T083153_T38UNB_20241013/tiles/20241013T083153_T38UNB_20241013_tile016_s2.tif
lat47.5_lon-100.5_20231008_T14TLT_t111,aoi_lat47.5_lon-100.5,20231008T175101_T14TLT_20231010,111,0.9459358509629964,cropland,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat47.5_lon-100.5/20231008T175101_T14TLT_20231010/tiles/20231008T175101_T14TLT_20231010_tile111_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat47.5_lon-100.5/20231008T175101_T14TLT_20231010/tiles/20231008T175101_T14TLT_20231010_tile111_s2.tif
lat35.5_lon-98.0_20240821_T14SNE_t153,aoi_lat35.5_lon-98.0,20240821T173449_T14SNE_20240821,153,0.9667899180203676,cropland,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat35.5_lon-98.0/20240821T173449_T14SNE_20240821/tiles/20240821T173449_T14SNE_20240821_tile153_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat35.5_lon-98.0/20240821T173449_T14SNE_20240821/tiles/20240821T173449_T14SNE_20240821_tile153_s2.tif
lat51.0_lon46.0_20241013_T38UNB_t076,aoi_lat51.0_lon46.0,20241013T083153_T38UNB_20241013,76,0.940897086635232,cropland,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat51.0_lon46.0/20241013T083153_T38UNB_20241013/tiles/20241013T083153_T38UNB_20241013_tile076_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat51.0_lon46.0/20241013T083153_T38UNB_20241013/tiles/20241013T083153_T38UNB_20241013_tile076_s2.tif
lat47.5_lon-100.5_20231008_T14TLT_t105,aoi_lat47.5_lon-100.5,20231008T175101_T14TLT_20231010,105,0.8684397879987955,cropland,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat47.5_lon-100.5/20231008T175101_T14TLT_20231010/tiles/20231008T175101_T14TLT_20231010_tile105_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat47.5_lon-100.5/20231008T175101_T14TLT_20231010/tiles/20231008T175101_T14TLT_20231010_tile105_s2.tif
lat32.0_lon35.8_20240803_T37SBR_t043,aoi_lat32.0_lon35.8,20240803T081201_T37SBR_20240802,43,0.9504886232316494,cropland/arid,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat32.0_lon35.8/20240803T081201_T37SBR_20240802/tiles/20240803T081201_T37SBR_20240802_tile043_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat32.0_lon35.8/20240803T081201_T37SBR_20240802/tiles/20240803T081201_T37SBR_20240802_tile043_s2.tif
lat47.5_lon-100.5_20231008_T14TLT_t147,aoi_lat47.5_lon-100.5,20231008T175101_T14TLT_20231010,147,0.9460574928671122,cropland,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat47.5_lon-100.5/20231008T175101_T14TLT_20231010/tiles/20231008T175101_T14TLT_20231010_tile147_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat47.5_lon-100.5/20231008T175101_T14TLT_20231010/tiles/20231008T175101_T14TLT_20231010_tile147_s2.tif
lat30.5_lon74.5_20231203_T43RDP_t078,aoi_lat30.5_lon74.5,20231203T061043_T43RDP_20231203,78,0.8932046163827181,cropland,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat30.5_lon74.5/20231203T061043_T43RDP_20231203/tiles/20231203T061043_T43RDP_20231203_tile078_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat30.5_lon74.5/20231203T061043_T43RDP_20231203/tiles/20231203T061043_T43RDP_20231203_tile078_s2.tif
lat49.0_lon34.0_20250606_T36UWV_t023,aoi_lat49.0_lon34.0,20250606T090916_T36UWV_20250607,23,0.9330939520150424,cropland/steppe,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat49.0_lon34.0/20250606T090916_T36UWV_20250607/tiles/20250606T090916_T36UWV_20250607_tile023_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat49.0_lon34.0/20250606T090916_T36UWV_20250607/tiles/20250606T090916_T36UWV_20250607_tile023_s2.tif
lat45.5_lon40.0_20230808_T37TEL_t110,aoi_lat45.5_lon40.0,20230808T082636_T37TEL_20230808,110,0.9707825519144536,cropland,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat45.5_lon40.0/20230808T082636_T37TEL_20230808/tiles/20230808T082636_T37TEL_20230808_tile110_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat45.5_lon40.0/20230808T082636_T37TEL_20230808/tiles/20230808T082636_T37TEL_20230808_tile110_s2.tif
lat17.0_lon95.5_20251224_T46QGD_t200,aoi_lat17.0_lon95.5,20251224T041516_T46QGD_20251227,200,0.9373028744012116,cropland/wetland,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat17.0_lon95.5/20251224T041516_T46QGD_20251227/tiles/20251224T041516_T46QGD_20251227_tile200_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat17.0_lon95.5/20251224T041516_T46QGD_20251227/tiles/20251224T041516_T46QGD_20251227_tile200_s2.tif
lat38.5_lon-98.5_20230822_T14SNH_t195,aoi_lat38.5_lon-98.5,20230822T175229_T14SNH_20230825,195,0.9380525033921004,cropland,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat38.5_lon-98.5/20230822T175229_T14SNH_20230825/tiles/20230822T175229_T14SNH_20230825_tile195_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat38.5_lon-98.5/20230822T175229_T14SNH_20230825/tiles/20230822T175229_T14SNH_20230825_tile195_s2.tif
lat45.5_lon40.0_20230808_T37TEL_t165,aoi_lat45.5_lon40.0,20230808T082636_T37TEL_20230808,165,0.9809037428349257,cropland,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat45.5_lon40.0/20230808T082636_T37TEL_20230808/tiles/20230808T082636_T37TEL_20230808_tile165_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat45.5_lon40.0/20230808T082636_T37TEL_20230808/tiles/20230808T082636_T37TEL_20230808_tile165_s2.tif
lat45.0_lon11.0_20231008_T32TPQ_t084,aoi_lat45.0_lon11.0,20231008T100531_T32TPQ_20231010,84,0.902777599170804,cropland,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat45.0_lon11.0/20231008T100531_T32TPQ_20231010/tiles/20231008T100531_T32TPQ_20231010_tile084_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat45.0_lon11.0/20231008T100531_T32TPQ_20231010/tiles/20231008T100531_T32TPQ_20231010_tile084_s2.tif
lat38.5_lon-98.5_20230822_T14SNH_t246,aoi_lat38.5_lon-98.5,20230822T175229_T14SNH_20230825,246,0.9417287278920412,cropland,cropland,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat38.5_lon-98.5/20230822T175229_T14SNH_20230825/tiles/20230822T175229_T14SNH_20230825_tile246_emit_b32.tif,/Users/incredet/Library/CloudStorage/GoogleDrive-voitsitska.pn@ucu.edu.ua/Shared drives/HyperResData/EMIT_S-2_Matches/2026-04-02/aoi_lat38.5_lon-98.5/20230822T175229_T14SNH_20230825/tiles/20230822T175229_T14SNH_20230825_tile246_s2.tif
